Rank,Players_name,Players_age,Team,Games_played,Games_started,Minutes_played_per_game,Field_goals_per_game,Field_goal_attempts_per_game,Field_goal_percentage,3_point_field_goals_per_game,3_point_field_goal_attempts_per_game,3_point_field_goal_percentage,2_point_field_goals_per_game,2_point_field_goal_attempts_per_game,2_point_field_goal_percentage,Effective_field_goal_percentage,Free_throws_per_game,Free_throw_attempts_per_game,Free_throw_percentage,Offensive_rebounds_per_game,Defensive_rebounds_per_game,Total_rebounds_per_game,Assists_per_game,Steals_per_game,Blocks_per_game,Turnovers_per_game,Personal_fouls_per_game,Points_per_game,Class,Total_stats,Points_per_game_percentage,Total_rebounds_per_game_percentage,Assists_per_game_percentage,Steals_per_game_percentage,Blocks_per_game_percentage,Turnovers_per_game_percentage,3_point_field_goals_per_game_percentage
1,Precious Achiuwa,22,TOR,6,1,27.8,4.2,8.7,0.481,0.8,2.7,0.313,3.3,6.0,0.556,0.529,1.0,1.7,0.6,1.3,3.5,4.8,1.0,0.2,0.8,1.5,2.3,10.2,0,19.3,0.5284974093264249,0.24870466321243523,0.05181347150259067,0.010362694300518135,0.04145077720207254,0.07772020725388601,0.04145077720207254
2,Steven Adams,28,MEM,7,5,16.3,1.3,3.0,0.429,0.0,0.0,0.0,1.3,3.0,0.429,0.429,0.9,1.6,0.545,2.1,4.3,6.4,2.1,0.1,0.1,0.6,1.7,3.4,0,12.7,0.2677165354330709,0.5039370078740159,0.16535433070866143,0.007874015748031498,0.007874015748031498,0.047244094488188976,0.0
3,Bam Adebayo,24,MIA,18,18,34.1,5.8,9.7,0.594,0.0,0.1,0.0,5.8,9.7,0.598,0.594,3.2,4.2,0.763,2.1,5.9,8.0,2.7,1.0,0.7,2.1,3.1,14.8,0,29.3,0.5051194539249146,0.27303754266211605,0.09215017064846416,0.034129692832764506,0.02389078498293515,0.07167235494880546,0.0
4,Nickeil Alexander-Walker,23,UTA,1,0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,2,8.0,0.625,0.125,0.125,0.125,0.0,0.0,0.0
5,Grayson Allen,26,MIL,12,5,25.4,3.1,6.8,0.451,1.6,4.0,0.396,1.5,2.8,0.529,0.567,0.6,0.9,0.636,0.4,2.5,2.9,1.3,0.7,0.3,0.8,1.8,8.3,2,15.900000000000002,0.5220125786163522,0.1823899371069182,0.08176100628930817,0.04402515723270439,0.018867924528301883,0.05031446540880503,0.10062893081761005
6,Jose Alvarado,23,NOP,6,0,19.5,2.7,5.5,0.485,1.0,2.7,0.375,1.7,2.8,0.588,0.576,1.7,2.2,0.769,0.3,1.0,1.3,1.5,1.2,0.2,1.2,3.0,8.0,2,14.399999999999999,0.5555555555555556,0.09027777777777779,0.10416666666666667,0.08333333333333334,0.013888888888888892,0.08333333333333334,0.06944444444444445
7,Kyle Anderson,28,MEM,12,1,18.4,2.4,4.3,0.569,0.3,1.0,0.25,2.2,3.3,0.667,0.598,0.9,1.5,0.611,0.8,3.5,4.3,1.8,0.9,0.6,0.8,1.8,6.0,1,14.700000000000003,0.40816326530612235,0.292517006802721,0.12244897959183672,0.06122448979591836,0.040816326530612235,0.054421768707482984,0.020408163265306117
8,Giannis Antetokounmpo,27,MIL,12,12,37.3,11.7,23.8,0.491,0.8,3.4,0.22,10.9,20.3,0.537,0.507,7.6,11.2,0.679,2.2,12.0,14.2,6.8,0.7,1.3,4.5,3.6,31.7,1,59.99999999999999,0.5283333333333334,0.2366666666666667,0.11333333333333334,0.011666666666666667,0.02166666666666667,0.07500000000000001,0.013333333333333336
9,Thanasis Antetokounmpo,29,MIL,8,0,2.5,0.3,0.4,0.667,0.0,0.0,0.0,0.3,0.4,0.667,0.667,0.1,0.4,0.333,0.1,0.4,0.5,0.1,0.1,0.0,0.0,0.5,0.6,1,1.3000000000000003,0.46153846153846145,0.3846153846153845,0.07692307692307691,0.07692307692307691,0.0,0.0,0.0
10,OG Anunoby,24,TOR,6,6,36.2,6.5,13.7,0.476,2.3,6.8,0.341,4.2,6.8,0.61,0.561,2.0,2.7,0.75,1.2,2.8,4.0,2.5,1.0,0.2,1.7,3.0,17.3,1,29.0,0.596551724137931,0.13793103448275862,0.08620689655172414,0.034482758620689655,0.006896551724137932,0.05862068965517241,0.0793103448275862
11,Deandre Ayton,23,PHO,13,13,30.5,8.1,12.6,0.64,0.2,0.3,0.5,7.9,12.3,0.644,0.646,1.6,2.5,0.636,2.5,6.4,8.9,1.7,0.4,0.8,1.5,2.6,17.9,0,31.399999999999995,0.570063694267516,0.2834394904458599,0.05414012738853504,0.012738853503184716,0.02547770700636943,0.047770700636942685,0.006369426751592358
12,Desmond Bane,23,MEM,12,12,35.7,6.3,13.3,0.478,3.6,7.3,0.489,2.8,5.9,0.465,0.613,2.5,2.9,0.857,0.4,3.3,3.8,2.2,0.9,0.8,1.3,1.9,18.8,1,31.400000000000002,0.5987261146496815,0.12101910828025476,0.07006369426751592,0.028662420382165602,0.025477707006369428,0.041401273885350316,0.11464968152866241
13,Dalano Banton,22,TOR,4,0,2.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.8,1.5,0.5,0.5,0.0,0.5,0.3,0.3,0.0,0.3,0.0,1.8,2,3.1999999999999993,0.5625000000000001,0.15625000000000003,0.09375000000000001,0.09375000000000001,0.0,0.09375000000000001,0.0
14,Scottie Barnes,20,TOR,4,3,33.3,4.5,10.5,0.429,0.5,3.0,0.167,4.0,7.5,0.533,0.452,3.3,4.0,0.813,1.8,7.3,9.0,4.3,1.0,0.3,1.3,3.0,12.8,1,29.200000000000003,0.4383561643835616,0.30821917808219174,0.14726027397260272,0.03424657534246575,0.010273972602739725,0.04452054794520548,0.017123287671232876
15,Will Barton,31,DEN,5,5,34.4,5.4,13.2,0.409,2.2,5.6,0.393,3.2,7.6,0.421,0.492,0.8,1.2,0.667,1.0,4.6,5.6,2.8,0.8,0.2,2.0,2.2,13.8,2,27.4,0.5036496350364964,0.20437956204379562,0.10218978102189781,0.029197080291970805,0.007299270072992701,0.07299270072992702,0.08029197080291972
16,Charles Bassey,21,PHI,3,0,4.0,0.3,0.7,0.5,0.0,0.0,0.0,0.3,0.7,0.5,0.5,0.0,0.3,0.0,0.3,1.3,1.7,0.3,0.0,0.3,0.0,0.3,0.7,1,2.9999999999999996,0.23333333333333336,0.5666666666666668,0.1,0.0,0.1,0.0,0.0
17,Malik Beasley,25,MIN,6,0,19.8,3.2,7.3,0.432,1.3,4.2,0.32,1.8,3.2,0.579,0.523,0.8,1.0,0.833,0.3,3.0,3.3,0.7,0.3,0.2,1.2,1.5,8.5,2,15.5,0.5483870967741935,0.2129032258064516,0.04516129032258064,0.01935483870967742,0.012903225806451613,0.07741935483870968,0.08387096774193549
18,D?vis Bert?ns,29,DAL,18,0,10.7,1.2,3.1,0.4,1.1,2.8,0.373,0.2,0.2,0.75,0.573,0.6,0.7,0.833,0.2,1.2,1.4,0.3,0.4,0.1,0.2,1.4,4.1,1,7.6,0.5394736842105263,0.18421052631578946,0.039473684210526314,0.052631578947368425,0.013157894736842106,0.026315789473684213,0.14473684210526316
19,Patrick Beverley,33,MIN,6,6,32.3,3.5,8.2,0.429,1.5,4.3,0.346,2.0,3.8,0.522,0.52,2.5,3.7,0.682,0.7,2.5,3.2,4.8,1.2,1.2,2.0,4.7,11.0,2,24.9,0.44176706827309237,0.12851405622489961,0.1927710843373494,0.04819277108433735,0.04819277108433735,0.08032128514056225,0.06024096385542169
20,Khem Birch,29,TOR,6,4,10.5,1.3,2.7,0.5,0.3,0.7,0.5,1.0,2.0,0.5,0.563,0.0,0.0,0.0,0.7,0.8,1.5,0.5,0.2,0.2,0.5,2.2,3.0,0,6.2,0.48387096774193544,0.24193548387096772,0.08064516129032258,0.03225806451612903,0.03225806451612903,0.08064516129032258,0.04838709677419355
21,Bismack Biyombo,29,PHO,9,0,9.6,1.2,1.9,0.647,0.0,0.0,0.0,1.2,1.9,0.647,0.647,0.3,0.7,0.5,0.9,1.2,2.1,0.6,0.1,0.2,0.7,1.4,2.8,0,6.5,0.43076923076923074,0.3230769230769231,0.0923076923076923,0.015384615384615385,0.03076923076923077,0.10769230769230768,0.0
22,Nemanja Bjelica,33,GSW,15,0,10.0,1.2,2.3,0.529,0.2,0.5,0.375,1.0,1.7,0.577,0.574,0.3,0.5,0.571,0.4,1.7,2.1,1.1,0.3,0.1,0.5,1.4,2.9,0,7.199999999999999,0.4027777777777778,0.2916666666666667,0.15277777777777782,0.04166666666666667,0.013888888888888892,0.06944444444444445,0.027777777777777783
23,Bogdan Bogdanovi?,29,ATL,4,0,26.8,5.0,12.3,0.408,2.3,6.5,0.346,2.8,5.8,0.478,0.5,2.0,2.5,0.8,1.0,3.8,4.8,3.0,0.3,0.3,1.0,3.0,14.3,2,26.000000000000004,0.5499999999999999,0.18461538461538457,0.11538461538461536,0.011538461538461536,0.011538461538461536,0.03846153846153846,0.08846153846153844
24,Bojan Bogdanovi?,32,UTA,6,6,35.7,6.5,13.5,0.481,1.8,5.5,0.333,4.7,8.0,0.583,0.549,3.2,4.0,0.792,0.5,3.7,4.2,1.7,0.3,0.0,2.0,4.0,18.0,1,28.0,0.6428571428571429,0.15,0.060714285714285714,0.010714285714285714,0.0,0.07142857142857142,0.0642857142857143
25,Isaac Bonga,22,TOR,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1,3.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
26,Devin Booker,25,PHO,10,10,36.6,7.9,17.5,0.451,2.8,6.5,0.431,5.1,11.0,0.464,0.531,4.7,5.3,0.887,1.0,3.8,4.8,4.4,0.5,0.4,3.2,2.5,23.3,2,39.4,0.5913705583756346,0.1218274111675127,0.11167512690355332,0.012690355329949238,0.010152284263959392,0.08121827411167513,0.07106598984771574
27,Chris Boucher,29,TOR,6,0,21.7,4.3,7.0,0.619,1.0,2.5,0.4,3.3,4.5,0.741,0.69,1.5,1.7,0.9,2.0,3.8,5.8,0.2,0.2,1.2,0.3,2.2,11.2,1,19.9,0.5628140703517588,0.2914572864321608,0.010050251256281409,0.010050251256281409,0.06030150753768845,0.015075376884422112,0.05025125628140704
28,Tony Bradley,24,CHI,2,0,4.0,2.5,2.5,1.0,0.0,0.0,0.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.0,0.0,0.0,0.0,5.0,0,7.5,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0
29,Mikal Bridges,25,PHO,13,13,38.5,5.1,10.6,0.478,1.0,2.5,0.394,4.1,8.1,0.505,0.525,2.2,2.3,0.933,0.9,3.8,4.7,2.8,1.1,1.0,0.8,2.4,13.3,1,24.700000000000003,0.5384615384615384,0.1902834008097166,0.11336032388663965,0.044534412955465584,0.040485829959514164,0.032388663967611336,0.040485829959514164
30,Armoni Brooks,23,TOR,4,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,Dillon Brooks,26,MEM,11,11,30.5,5.5,15.6,0.349,2.3,6.5,0.347,3.2,9.1,0.35,0.422,1.5,2.3,0.64,0.7,2.0,2.7,2.7,1.0,0.3,2.0,3.3,14.6,1,25.6,0.5703125,0.10546875,0.10546875,0.0390625,0.011718749999999998,0.078125,0.08984374999999999
32,Bruce Brown,25,BRK,4,4,34.8,5.3,9.3,0.568,1.5,3.5,0.429,3.8,5.8,0.652,0.649,2.0,2.5,0.8,1.5,3.3,4.8,2.8,1.3,0.8,2.3,4.0,14.0,1,27.500000000000004,0.509090909090909,0.1745454545454545,0.1018181818181818,0.047272727272727265,0.029090909090909087,0.08363636363636362,0.054545454545454536
33,Jaylen Brown,25,BOS,24,24,38.3,8.2,17.5,0.47,2.5,6.7,0.373,5.7,10.8,0.531,0.542,4.2,5.5,0.763,1.4,5.5,6.9,3.5,1.1,0.4,3.1,3.0,23.1,1,40.6,0.5689655172413793,0.16995073891625617,0.08620689655172413,0.027093596059113302,0.009852216748768473,0.07635467980295567,0.06157635467980296
34,Sterling Brown,26,DAL,9,0,2.9,0.3,1.1,0.3,0.0,0.4,0.0,0.3,0.7,0.5,0.3,0.6,0.8,0.714,0.1,0.8,0.9,0.3,0.4,0.2,0.3,0.0,1.2,2,3.3,0.36363636363636365,0.27272727272727276,0.09090909090909091,0.12121212121212123,0.060606060606060615,0.09090909090909091,0.0
35,Troy Brown Jr.,22,CHI,3,0,12.3,1.7,5.7,0.294,0.7,3.7,0.182,1.0,2.0,0.5,0.353,0.0,0.0,0.0,0.3,2.3,2.7,1.0,0.7,0.0,1.0,0.7,4.0,1,10.1,0.39603960396039606,0.26732673267326734,0.09900990099009901,0.0693069306930693,0.0,0.09900990099009901,0.0693069306930693
36,Jalen Brunson,25,DAL,18,18,34.9,8.1,17.3,0.466,1.4,4.2,0.347,6.6,13.1,0.504,0.508,4.0,5.0,0.8,0.8,3.8,4.6,3.7,0.8,0.1,1.1,2.1,21.6,2,33.300000000000004,0.6486486486486486,0.1381381381381381,0.1111111111111111,0.024024024024024024,0.003003003003003003,0.03303303303303303,0.04204204204204203
37,Reggie Bullock,30,DAL,18,18,39.3,3.4,8.4,0.404,2.9,7.3,0.397,0.5,1.1,0.45,0.576,0.9,1.0,0.889,0.4,4.1,4.6,1.7,1.2,0.1,0.4,2.7,10.6,1,21.499999999999996,0.49302325581395356,0.21395348837209305,0.07906976744186048,0.0558139534883721,0.004651162790697675,0.0186046511627907,0.13488372093023257
38,Trey Burke,29,DAL,10,0,3.7,1.1,2.2,0.5,0.4,1.0,0.4,0.7,1.2,0.583,0.591,0.6,0.6,1.0,0.0,0.3,0.3,0.4,0.1,0.0,0.1,0.3,3.2,2,4.5,0.7111111111111111,0.06666666666666667,0.08888888888888889,0.022222222222222223,0.0,0.022222222222222223,0.08888888888888889
39,Jared Butler,21,UTA,1,0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,Jimmy Butler,32,MIA,17,17,37.0,9.8,19.3,0.506,1.4,4.0,0.338,8.4,15.3,0.55,0.541,6.5,7.8,0.841,2.4,4.9,7.4,4.6,2.1,0.6,1.5,1.5,27.4,1,45.0,0.6088888888888888,0.16444444444444445,0.10222222222222221,0.04666666666666667,0.013333333333333332,0.03333333333333333,0.03111111111111111
41,Facundo Campazzo,30,DEN,4,0,3.3,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,0.0,0.0,0.5,0.8,0.0,2,1.8,0.0,0.4444444444444445,0.2777777777777778,0.0,0.0,0.2777777777777778,0.0
42,Vlatko ?an?ar,24,DEN,2,0,4.5,1.0,1.5,0.667,0.5,1.0,0.5,0.5,0.5,1.0,0.833,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,2.5,1,5.5,0.45454545454545453,0.18181818181818182,0.09090909090909091,0.0,0.0,0.18181818181818182,0.09090909090909091
43,Clint Capela,27,ATL,2,2,20.0,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,0.333,0.333,0.0,0.0,0.0,2.0,5.5,7.5,0.0,0.5,0.5,0.5,1.0,2.0,0,11.0,0.18181818181818182,0.6818181818181818,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0
44,Jevon Carter,26,MIL,11,0,11.5,0.8,1.7,0.474,0.3,0.6,0.429,0.5,1.1,0.5,0.553,0.2,0.2,1.0,0.3,1.2,1.5,0.9,0.7,0.0,0.5,1.1,2.1,2,6.0,0.35000000000000003,0.25,0.15,0.11666666666666665,0.0,0.08333333333333333,0.049999999999999996
45,Alex Caruso,27,CHI,4,4,28.3,2.3,5.8,0.391,1.8,4.5,0.389,0.5,1.3,0.4,0.543,0.0,0.0,0.0,0.5,2.3,2.8,4.3,1.3,1.0,0.3,2.8,6.3,2,17.8,0.3539325842696629,0.15730337078651685,0.24157303370786515,0.07303370786516854,0.056179775280898875,0.016853932584269662,0.10112359550561797
46,Marquese Chriss,24,DAL,8,0,3.8,0.5,1.0,0.5,0.1,0.3,0.5,0.4,0.8,0.5,0.563,0.6,0.8,0.833,0.5,0.6,1.1,0.0,0.0,0.0,0.1,0.4,1.8,1,3.1000000000000005,0.5806451612903225,0.3548387096774193,0.0,0.0,0.0,0.03225806451612903,0.03225806451612903
47,Brandon Clarke,25,MEM,12,0,24.7,4.7,7.6,0.615,0.0,0.1,0.0,4.7,7.5,0.622,0.615,3.0,4.5,0.667,3.1,3.8,6.9,2.0,0.8,0.8,1.0,1.9,12.3,1,23.800000000000004,0.5168067226890756,0.2899159663865546,0.08403361344537813,0.03361344537815126,0.03361344537815126,0.042016806722689065,0.0
48,Jordan Clarkson,29,UTA,6,0,28.3,6.7,12.2,0.548,1.5,4.0,0.375,5.2,8.2,0.633,0.61,2.7,3.0,0.889,0.8,2.3,3.2,1.3,0.5,0.2,1.7,2.8,17.5,2,25.9,0.6756756756756757,0.12355212355212357,0.0501930501930502,0.019305019305019305,0.007722007722007723,0.06563706563706564,0.05791505791505792
49,Nic Claxton,22,BRK,4,0,24.5,4.8,6.0,0.792,0.0,0.0,0.0,4.8,6.0,0.792,0.792,1.0,5.5,0.182,1.8,4.5,6.3,1.5,1.3,2.3,0.5,1.5,10.5,0,22.400000000000002,0.46874999999999994,0.28124999999999994,0.06696428571428571,0.05803571428571428,0.10267857142857141,0.02232142857142857,0.0
50,John Collins,24,ATL,5,4,24.4,3.8,7.8,0.487,0.8,2.2,0.364,3.0,5.6,0.536,0.538,1.0,2.0,0.5,0.4,4.2,4.6,1.2,0.4,0.2,1.0,2.4,9.4,1,17.599999999999998,0.5340909090909092,0.26136363636363635,0.06818181818181819,0.02272727272727273,0.011363636363636366,0.05681818181818182,0.04545454545454546
51,Mike Conley,34,UTA,6,6,29.0,3.2,9.5,0.333,0.8,4.2,0.2,2.3,5.3,0.438,0.377,2.0,2.5,0.8,0.3,2.8,3.2,4.8,0.8,0.3,2.2,3.2,9.2,2,21.3,0.43192488262910794,0.15023474178403756,0.22535211267605632,0.03755868544600939,0.01408450704225352,0.10328638497652583,0.03755868544600939
52,Pat Connaughton,29,MIL,12,0,26.5,3.5,7.3,0.477,2.1,5.3,0.391,1.4,2.0,0.708,0.619,0.4,0.4,1.0,0.3,4.0,4.3,0.9,0.4,0.3,0.6,1.2,9.5,2,18.100000000000005,0.5248618784530386,0.23756906077348058,0.04972375690607734,0.02209944751381215,0.016574585635359112,0.033149171270718224,0.11602209944751378
53,DeMarcus Cousins,31,DEN,5,0,11.4,3.8,5.8,0.655,0.8,1.2,0.667,3.0,4.6,0.652,0.724,2.2,3.0,0.733,0.6,2.8,3.4,1.2,0.6,0.2,1.4,1.8,10.6,0,18.2,0.5824175824175825,0.18681318681318682,0.06593406593406594,0.03296703296703297,0.01098901098901099,0.07692307692307693,0.04395604395604396
54,Torrey Craig,31,PHO,9,0,7.7,0.9,2.4,0.364,0.3,1.1,0.3,0.6,1.3,0.417,0.432,0.1,0.2,0.5,0.6,1.1,1.7,0.6,0.4,0.2,0.4,0.7,2.2,1,5.800000000000001,0.3793103448275862,0.29310344827586204,0.10344827586206895,0.06896551724137931,0.034482758620689655,0.06896551724137931,0.051724137931034475
55,Jae Crowder,31,PHO,13,13,29.5,3.2,8.1,0.4,1.5,4.8,0.302,1.8,3.2,0.548,0.49,1.5,2.0,0.731,0.6,4.1,4.7,2.4,1.0,0.5,1.5,3.6,9.4,1,21.0,0.44761904761904764,0.22380952380952382,0.11428571428571428,0.047619047619047616,0.023809523809523808,0.07142857142857142,0.07142857142857142
56,Jarrett Culver,22,MEM,3,0,7.3,1.0,3.3,0.3,0.0,0.7,0.0,1.0,2.7,0.375,0.3,0.3,0.7,0.5,0.7,1.7,2.3,0.3,0.7,0.0,0.7,1.3,2.3,2,6.3,0.36507936507936506,0.36507936507936506,0.047619047619047616,0.1111111111111111,0.0,0.1111111111111111,0.0
57,Seth Curry,31,BRK,4,4,33.0,5.5,9.8,0.564,3.0,5.8,0.522,2.5,4.0,0.625,0.718,0.5,0.8,0.667,0.5,2.0,2.5,3.0,0.3,0.8,0.8,3.8,14.5,2,24.900000000000002,0.5823293172690762,0.1004016064257028,0.12048192771084336,0.012048192771084336,0.0321285140562249,0.0321285140562249,0.12048192771084336
58,Stephen Curry,33,GSW,22,18,34.7,9.2,20.0,0.459,4.1,10.4,0.397,5.0,9.6,0.526,0.563,4.9,5.9,0.829,0.5,4.7,5.2,5.9,1.3,0.4,2.6,2.7,27.4,2,46.9,0.5842217484008528,0.11087420042643924,0.1257995735607676,0.02771855010660981,0.008528784648187635,0.05543710021321962,0.08742004264392324
59,Dewayne Dedmon,32,MIA,14,0,9.9,1.5,3.2,0.467,0.1,0.7,0.1,1.4,2.5,0.571,0.478,0.7,0.9,0.833,1.1,1.9,3.0,0.4,0.1,0.2,0.5,2.6,3.8,0,8.1,0.4691358024691358,0.3703703703703704,0.04938271604938272,0.01234567901234568,0.02469135802469136,0.0617283950617284,0.01234567901234568
60,DeMar DeRozan,32,CHI,5,5,40.6,7.8,19.0,0.411,0.0,1.8,0.0,7.8,17.2,0.453,0.411,5.2,6.0,0.867,0.2,5.2,5.4,4.8,1.8,0.4,2.2,2.4,20.8,1,35.400000000000006,0.5875706214689265,0.15254237288135591,0.13559322033898302,0.05084745762711864,0.011299435028248586,0.06214689265536723,0.0
61,Gorgui Dieng,32,ATL,2,0,5.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0,3.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
62,Spencer Dinwiddie,28,DAL,18,3,27.8,4.4,10.7,0.417,2.2,5.3,0.417,2.2,5.3,0.417,0.521,3.1,3.7,0.821,0.4,2.0,2.4,3.6,0.8,0.3,1.6,2.3,14.2,2,25.1,0.5657370517928286,0.09561752988047807,0.14342629482071712,0.03187250996015936,0.011952191235059759,0.06374501992031872,0.08764940239043825
63,Luka Don?i?,22,DAL,15,15,36.8,10.7,23.5,0.455,3.4,9.9,0.345,7.3,13.6,0.534,0.527,6.9,9.0,0.77,0.7,9.1,9.8,6.4,1.8,0.6,3.9,2.9,31.7,2,57.599999999999994,0.5503472222222222,0.17013888888888892,0.11111111111111113,0.03125000000000001,0.010416666666666668,0.06770833333333334,0.05902777777777778
64,Ayo Dosunmu,22,CHI,5,1,17.2,1.6,5.2,0.308,0.6,2.6,0.231,1.0,2.6,0.385,0.365,0.2,0.2,1.0,0.8,1.8,2.6,2.2,0.2,0.0,0.6,1.0,4.0,2,10.2,0.3921568627450981,0.25490196078431376,0.21568627450980396,0.019607843137254905,0.0,0.058823529411764705,0.058823529411764705
65,Goran Dragi?,35,BRK,4,0,19.8,4.5,8.0,0.563,1.0,3.0,0.333,3.5,5.0,0.7,0.625,0.5,0.5,1.0,1.5,3.0,4.5,1.5,0.8,0.0,1.3,2.8,10.5,2,19.6,0.5357142857142857,0.22959183673469385,0.07653061224489795,0.04081632653061224,0.0,0.0663265306122449,0.0510204081632653
66,Andre Drummond,28,BRK,4,4,15.0,1.5,2.8,0.545,0.0,0.0,0.0,1.5,2.8,0.545,0.545,0.8,1.3,0.6,0.8,2.3,3.0,0.8,1.3,0.8,1.5,3.0,3.8,0,11.200000000000001,0.33928571428571425,0.26785714285714285,0.07142857142857142,0.11607142857142856,0.07142857142857142,0.13392857142857142,0.0
67,Kevin Durant,33,BRK,4,4,44.0,8.0,20.8,0.386,1.8,5.3,0.333,6.3,15.5,0.403,0.428,8.5,9.5,0.895,0.5,5.3,5.8,6.3,1.0,0.3,5.3,3.8,26.3,1,46.79999999999999,0.5619658119658121,0.12393162393162395,0.13461538461538464,0.02136752136752137,0.006410256410256412,0.11324786324786326,0.03846153846153847
68,Anthony Edwards,20,MIN,6,6,37.8,8.3,18.3,0.455,3.8,9.5,0.404,4.5,8.8,0.509,0.559,4.7,5.7,0.824,0.7,3.5,4.2,3.0,1.2,1.2,2.5,3.7,25.2,2,41.1,0.6131386861313868,0.10218978102189781,0.072992700729927,0.029197080291970802,0.029197080291970802,0.0608272506082725,0.09245742092457421
